"Activity" "Subject" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAcc-meanFreq()-X" "fBodyAcc-meanFreq()-Y" "fBodyAcc-meanFreq()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyAccJerk-meanFreq()-X" "fBodyAccJerk-meanFreq()-Y" "fBodyAccJerk-meanFreq()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyGyro-meanFreq()-X" "fBodyGyro-meanFreq()-Y" "fBodyGyro-meanFreq()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyAccMag-meanFreq()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyAccJerkMag-meanFreq()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroMag-meanFreq()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()" "fBodyBodyGyroJerkMag-meanFreq()" "angle(tBodyAccMean,gravity)" "angle(tBodyAccJerkMean),gravityMean)" "angle(tBodyGyroMean,gravityMean)" "angle(tBodyGyroJerkMean,gravityMean)" "angle(X,gravityMean)" "angle(Y,gravityMean)" "angle(Z,gravityMean)"
"LAYING" 1 0.09192001838 -0.0487971389514 -0.12222468476 -0.22745946416 -0.1358902961488 -0.23630037136 0.63028732462 -0.03071940826 0.04097030211 -0.807307848 -0.81718337206 -0.800610014 0.14654022251 0.01742924535 0.004968805776 -0.3720382895 -0.3928674927 -0.59413418092 0.04274790444 -0.1398481515666 0.1306219024 -0.51501533946 -0.431260505 -0.38529667518 -0.06459414628 -0.0947236056786 -0.109870033672 -0.56879333496 -0.6324427246 -0.5762254632 -0.10970342324 -0.195201916 -0.10970342324 -0.195201916 -0.407149097922 -0.3807055751072 -0.236015052194 -0.39863085596 -0.60196916654 -0.6322786722 -0.265873077802 -0.20775422848 -0.35790533522 -0.21454148772 -0.158225780644 -0.2386394702 -0.427090609 -0.095064461772 -0.09282029998 -0.392739827736 -0.413975724108 -0.55452203832 -0.408137605704 -0.411973321238 -0.6331753038 -0.23240778565 -0.3884901956 -0.306304137824 -0.43980891966 -0.46989096134 -0.37845205446 -0.541521470334 -0.418863933524 -0.447313832426 -0.175506921362 -0.1774699305214 -0.115483441554 -0.207257996648 -0.31946981048 -0.061703469754 -0.3544590786 -0.422824218864 0.023837185416 -0.470203811964 -0.4575744143 -0.08536568281 -0.6254851034 -0.66864647408 0.07457715406 0.35653514838 -0.0056227847 -0.174487268504 -0.05172984468 -0.434695727 0.082896431 -0.004381411594
"LAYING" 2 0.285719694166667 -0.0133452704691667 -0.109503000416667 -0.698941228325 -0.561671192164583 -0.6637323314125 0.608692157708333 -0.0126305666041667 0.132483470945833 -0.973761275416667 -0.96635013625 -0.953899051458333 0.0684492191652083 0.00421555216708334 0.027357911813 -0.70477856525 -0.656188586895833 -0.802821356666667 -0.0353695746152083 -0.0628471353541667 0.0658472841270833 -0.7318277828125 -0.717426685625 -0.658221403458333 -0.118537041104167 -0.0483099870791667 -0.0744700486683333 -0.75275129675 -0.817368938333333 -0.774457318333333 -0.631931335125 -0.665673930958333 -0.631931335125 -0.665673930958333 -0.706304505416667 -0.688628577085417 -0.630147118041667 -0.682481953583333 -0.791346003541667 -0.808547380625 -0.699758911408333 -0.595243192104167 -0.710308523291667 -0.699513232645833 -0.572653520104167 -0.666515763041667 -0.23956419919375 -0.0372951337053125 0.00830323079583333 -0.717383797437292 -0.679254876583333 -0.782894816041667 -0.718709977708333 -0.65437482925 -0.821637898333333 -0.0288008042708333 -0.2226062606 -0.1420358240875 -0.700114197 -0.738858332958333 -0.669604518166667 -0.744030636875 -0.709079406875 -0.687769008166667 -0.12927609263125 -0.242127190055625 -0.0915850844125 -0.658332790520833 -0.721840403395833 0.04057332404375 -0.6829701628125 -0.6974045206875 0.197267398141667 -0.723764254625 -0.71196968 -0.10931650269375 -0.808162904375 -0.823063585 0.0998962628541667 -0.0269857199458333 0.04004957745125 -0.0545348044583333 0.0737110409166667 -0.417447603229167 0.0818643301520833 -0.03671702703125
"LAYING" 3 0.179965351129032 -0.013745053673871 -0.10422194788871 -0.252598563864516 -0.0986709946919355 -0.293330497110645 0.831102453064516 -0.159459184870968 0.0689006260920645 -0.941321131935484 -0.89946683483871 -0.882692798064516 0.0965433678612903 0.0864812384 0.0624443560193548 -0.345035447777419 -0.322403249946774 -0.582652053919355 -0.0647939588483871 -0.0530360457635484 0.109946197353226 -0.507988827548387 -0.401293892496774 -0.371748670387097 -0.072435724183871 -0.094761537866129 -0.0673520310495161 -0.508173643967742 -0.59857766333871 -0.520501067790323 -0.148519378470968 -0.227104935748387 -0.148519378470968 -0.227104935748387 -0.376573866451613 -0.328067994708065 -0.255757765019355 -0.384156605101613 -0.560173825854839 -0.584890875177419 -0.300219455864194 -0.161196367172581 -0.390147046080645 -0.236596578385484 -0.126636601116129 -0.302568941822581 -0.460805585645161 -0.106542058887097 -0.0610135869598387 -0.383743362693548 -0.359762520659677 -0.552343889032258 -0.363973327693548 -0.328160736774194 -0.611959142935484 -0.30337253166129 -0.424728762483871 -0.334007667427419 -0.423692580845161 -0.460788675354839 -0.350651026403226 -0.538066630758064 -0.378993677 -0.440894441306452 -0.215413534908226 -0.16873820656129 -0.136131431474194 -0.223010263069355 -0.352607394541935 -0.0380644142903226 -0.311892626951613 -0.355186042875806 0.0204994207290323 -0.448195687935484 -0.452512710324194 -0.0740173542046774 -0.588738453548387 -0.610578929677419 0.0587551967467742 0.473349236533871 -0.0187521003112903 0.0304552090806452 -0.0875977744854839 -0.650218775967742 0.192329684817742 0.0222673538790323
"LAYING" 4 0.289391393703704 -0.0175872268111111 -0.108855326953704 -0.78113699362963 -0.680787308537037 -0.756328135703704 0.59595858962963 0.049535827 0.20072836637037 -0.978047946481482 -0.96691763 -0.94289302462963 0.045333235 0.0121789108031481 -0.00332328699392593 -0.775872552983333 -0.738108835944444 -0.851679304114815 -0.0348300988885185 -0.0587191771961111 0.0892934420055556 -0.810155046925926 -0.787075047388889 -0.799205078814815 -0.0849846107962963 -0.0574534486222222 -0.0499398505153704 -0.821254118222222 -0.857370048412963 -0.840564598740741 -0.731443522148148 -0.749433132666667 -0.731443522148148 -0.749433132666667 -0.776953141925926 -0.761327108407407 -0.74465590287037 -0.777495788287037 -0.844438731351852 -0.856222664814815 -0.780363299814815 -0.699193535583333 -0.788240172592593 -0.782749100138889 -0.691913682555556 -0.759988077444444 -0.186482108388889 -0.0237417100555556 0.0250092778333333 -0.783953149555556 -0.755631898166667 -0.837725541666667 -0.788427074142593 -0.737019281907407 -0.864256379444444 0.0613408891185185 -0.153926261487037 -0.102665709804815 -0.772918639833333 -0.7997184255 -0.786544606296296 -0.82307453712963 -0.783455345403704 -0.822925885185185 -0.118879163111111 -0.23352288272037 -0.00945332072777778 -0.735788870962963 -0.798218095925926 0.00949998096185185 -0.753768029481481 -0.774069658361111 0.251612934122222 -0.796894274233333 -0.804635978333333 -0.0963695333412963 -0.856581535351852 -0.866380713518519 0.119869895777778 -0.0592918568181482 0.0577635526851852 0.0638490649981481 -0.0429364913148148 -0.409830610796296 0.0249790848148148 -0.111428233844444
"LAYING" 5 0.204070599230769 -0.00770092176942308 -0.101542271326923 -0.233003057796154 -0.112771985 -0.295814993192308 0.839060058461538 -0.161813356403846 -0.000402546257692308 -0.947179511538462 -0.927143595384615 -0.880679355096154 0.145495134678846 0.0378673852019231 0.0576846851442308 -0.313091554743077 -0.289896783209038 -0.574135253653846 -0.0728590388230769 -0.0492987601980769 0.0481183700365385 -0.477676261334615 -0.443285797923077 -0.32181712675 -0.0872475319980769 -0.0644185069057692 -0.0443823106105769 -0.516025936269231 -0.632687020923077 -0.518752682557692 -0.149717920703846 -0.217599034296154 -0.149717920703846 -0.217599034296154 -0.355176369415385 -0.290236805557692 -0.279533418803846 -0.373873037903846 -0.579536203307692 -0.612995265461538 -0.258599099657692 -0.153209038869231 -0.375012301615385 -0.224665172830769 -0.1528670555 -0.313164869346154 -0.415214947115385 -0.0515446566903846 -0.0327901654230769 -0.339595446923077 -0.319341601557692 -0.532996022480769 -0.347592274401923 -0.307255002451923 -0.614361635461538 -0.270066898692308 -0.365812954846154 -0.281272486036538 -0.387472728359615 -0.482471110807692 -0.320358272223077 -0.510406347146154 -0.429364678794231 -0.387418936384615 -0.14128231825 -0.1869620445 -0.139248962025 -0.202506598788462 -0.351897857480769 -0.0104250296571154 -0.27172144525 -0.320295777961538 -0.00586529895961539 -0.449497211288462 -0.435416865923077 -0.0695221329538462 -0.613911256884615 -0.639927768461538 0.0497509777136538 0.387711606596731 -0.127935607576923 0.1883426855 -0.0335321623269231 -0.65765706 0.189860282676923 0.0478612444346154
"LAYING" 6 0.220534793859649 -0.0139478646231579 -0.113794084508772 -0.325006316666667 -0.207912475119298 -0.369941008438597 0.642475752982456 -0.150541295421053 0.128872418382756 -0.946392384210526 -0.930017184912281 -0.913821895614035 0.132207005140351 0.0535947302754386 0.0170195967796491 -0.395519356350877 -0.371821317831579 -0.619268006017544 -0.0399380940257895 -0.0810326120192982 0.0984827888245614 -0.569450232807018 -0.475992621368421 -0.449275912824561 -0.0847692240877193 -0.0250180296614035 -0.0437462449350877 -0.561479106807018 -0.647260970122807 -0.568987131087719 -0.238034228577193 -0.319778081336842 -0.238034228577193 -0.319778081336842 -0.424228175698246 -0.384544674480702 -0.348264916091228 -0.450670004752632 -0.607986926280702 -0.633961753566667 -0.351431103319298 -0.237066842859649 -0.457117037245614 -0.316092084368421 -0.245493681596491 -0.377034427101754 -0.394697855280702 -0.0303498319561404 -0.00374810035087719 -0.432355675070175 -0.402063411340351 -0.587907398407018 -0.412199305745842 -0.381555864148246 -0.64982175145614 -0.284763644335088 -0.369161504614035 -0.216450555414035 -0.47924147454386 -0.519380826631579 -0.426770586757895 -0.59986378054386 -0.459765024210526 -0.51047609554386 -0.148449343585193 -0.164272549812281 -0.0869605204987719 -0.31043085632193 -0.434200163 -0.00508293608070175 -0.374482824575789 -0.403160394140351 0.0197285812873684 -0.508980596929825 -0.509525956701754 -0.0522103217982456 -0.633878130263158 -0.660988163517544 0.0692887112280702 0.338490014964912 -0.0753687017368421 -0.0122206837017544 -0.0491869612280702 -0.482842476315789 0.182811529596491 -0.0586644743496491
"LAYING" 7 0.233802610769231 -0.0196394196384615 -0.0989108499423077 -0.364674000980769 -0.212934678557692 -0.338802625826923 0.79429518875 -0.0982901004230769 0.0872501616211538 -0.964564951153846 -0.941268674038461 -0.909592776730769 0.123898512584615 0.0792761251028846 0.0452009607096154 -0.406529937882692 -0.381375706407692 -0.599878413653846 -0.0185037634226923 -0.076369193275 0.0609788206346154 -0.523688332365385 -0.458741780519231 -0.448393058713462 -0.0324123508307692 -0.0931560821057692 -0.0643425114832692 -0.550712440057692 -0.661125004423077 -0.585809624211538 -0.261274978365385 -0.361293564442308 -0.261274978365385 -0.361293564442308 -0.424242251192308 -0.398153670326923 -0.341940975776923 -0.456200674826923 -0.614534639846154 -0.648280056923077 -0.382097431515385 -0.250228994192308 -0.431849796569231 -0.359802231961538 -0.245439731240385 -0.345367939788462 -0.360616072392673 0.009008695675 -0.0436571058615385 -0.435120414046154 -0.406411981403846 -0.570504820576923 -0.430823609692308 -0.396760046455769 -0.628515633634615 -0.226360163288462 -0.332123397769231 -0.267366408615385 -0.42937077725 -0.519683837557692 -0.426711019557692 -0.555492682692308 -0.4326734755 -0.508709685769231 -0.121004737501923 -0.186638263332692 -0.0958253005942308 -0.343408471603846 -0.473793469846154 0.0289936630590385 -0.387770467455769 -0.418085992384615 0.0743371860942308 -0.514058502980769 -0.513929189403846 -0.00300263258653846 -0.6511201825 -0.671190613461538 0.0807288142923077 0.348645968446154 -0.0715758090859615 -0.0508298871153846 -0.129332412711538 -0.618221028461538 0.143582983513462 -0.00677200126730769
"LAYING" 8 0.243682584074074 -0.0264613132331481 -0.103327581922222 -0.338167440740741 -0.189198981950741 -0.418124947733333 0.73293711462963 -0.108265304648148 0.0612366962037037 -0.966144150740741 -0.962377133333333 -0.935038916296296 0.0554328596481481 0.072115674662963 0.018276225042037 -0.384653787018519 -0.321520558796315 -0.623866091296296 -0.000177591530555555 -0.0907547215111111 0.0647161223554537 -0.533310110166667 -0.498041936611111 -0.422504710962963 -0.0717037959709259 -0.0759810281407407 -0.05702319637 -0.547583687425926 -0.666875241851852 -0.560272291807407 -0.258207862561852 -0.355798503490741 -0.258207862561852 -0.355798503490741 -0.403100782314815 -0.379847312185185 -0.366223835351852 -0.475345711398148 -0.610235269444444 -0.653623797037037 -0.371798991185185 -0.214938413541852 -0.482191690757407 -0.328236389240741 -0.228754584855556 -0.432313746222222 -0.340540398357407 0.000614242166666668 -0.000736785944444443 -0.42398961587037 -0.356186475796296 -0.596249610555556 -0.399750622055556 -0.330180567907407 -0.650098807407407 -0.254405674103704 -0.330312579296482 -0.233822125148148 -0.458278880925926 -0.535822040574074 -0.405244495222222 -0.56019847187037 -0.48341200037963 -0.48527684337037 -0.155315045144444 -0.191969471311111 -0.123356819733333 -0.337907891851852 -0.469180121203704 0.0421130640962963 -0.368170568483333 -0.400726971685185 0.0590564304592593 -0.526024122351852 -0.535838271537037 -0.0402729038388889 -0.655771722592593 -0.67695317912963 0.098834854238537 0.279905346259259 -0.00729356728888889 -0.00984172401851852 -0.0822420668888889 -0.551120300740741 0.149592568259259 -0.0138800415975926
"LAYING" 9 0.2948839434 -0.0265402104508 -0.10876373404 -0.5193325794 -0.402063799692 -0.52096490694 0.6660523544 -0.06290371106 0.119637592062 -0.9712800892 -0.9580382128 -0.9430034032 0.064992819926 0.0205173766958 -0.0148758263232 -0.55531952136 -0.524005420598 -0.70944961046 -0.0404284513762 -0.06276673642 0.097638883508 -0.6570890136 -0.603189697958 -0.55878799868 -0.1065499857556 -0.007324815302 -0.0845441831636 -0.67227153648 -0.7544290614 -0.66710183658 -0.44733062112 -0.51740450272 -0.44733062112 -0.51740450272 -0.569569700196 -0.54411401322 -0.51272341676 -0.60818103134 -0.7164594616 -0.7417304286 -0.542133483602 -0.44205579092 -0.59430129438 -0.51245936326 -0.420631904002 -0.5220789823878 -0.322323652586 -0.03656106306 -0.039215152752 -0.583208858846 -0.55508392096 -0.68915271834 -0.56697443132 -0.52287234151 -0.72827389024 -0.163842242846 -0.28512124014 -0.215178674812 -0.60133280544 -0.644897178558 -0.5442461147 -0.6768156364 -0.58638324484 -0.60663654732 -0.1257592082026 -0.23498255732 -0.0356003235 -0.509435621702 -0.59882850926 -0.011525438514 -0.538759487088 -0.55515583972 0.1235156200788 -0.64688315954 -0.652006710964 -0.0332226901 -0.7417325884 -0.7617595812 0.109224984322 -0.147472386674 0.032328011474 0.01086237494 0.07179551906 -0.4679499668 0.11544945326 -0.03908611787064
"LAYING" 10 0.301504802931034 -0.0156751645339655 -0.121002662724138 -0.415013976931034 -0.282961420986207 -0.429325051010345 0.700603974 -0.0752005753103448 0.138650316058621 -0.960081275517241 -0.942277294310345 -0.922422887068965 0.08812498845 0.032964832912069 -0.0177877549827586 -0.462497743017241 -0.432918398672414 -0.66295251187931 -0.0567146821741379 -0.0479921890086207 0.0941470741472414 -0.585790581206897 -0.527324049534483 -0.504404979844828 -0.108809584189655 -0.0163566070931034 -0.0627758591087931 -0.598360324155172 -0.685618191568966 -0.639045306034483 -0.334520242724138 -0.406165667410345 -0.334520242724138 -0.406165667410345 -0.488499815934483 -0.45062061332069 -0.421754909393103 -0.491815183225862 -0.653749224724138 -0.667893934155172 -0.449537602103448 -0.329085211206897 -0.52350000112069 -0.403414925362069 -0.306647121467241 -0.42795094987931 -0.311241667127586 -0.0316937037534483 -0.0570603412103448 -0.500674341798276 -0.468409639034483 -0.642350007362069 -0.471846951689655 -0.432768845187931 -0.682221455413793 -0.212041008755172 -0.32683910087931 -0.247441771973621 -0.495479539224138 -0.569293780827586 -0.486881700396552 -0.616478845 -0.511552874793103 -0.557744560637931 -0.120180806167241 -0.213384151896552 -0.139176106010345 -0.399957603796552 -0.506062311568966 -0.0308092138086207 -0.458919074310345 -0.445412025808621 0.073466322235 -0.550553792275862 -0.542619268482759 -0.067152911 -0.678890603982759 -0.678298450344828 0.0606667145689655 -0.138475906941379 0.0145541884775862 0.0758506764036207 0.0336601173103448 -0.510830264810345 0.127303809103448 -0.0663351319344828
